type,name,city,region,postalCode,url,min,max
"salle-mariage","Domaine de Marboz","Marboz","Ain","01851","https://www.mariages.net/salle-mariage/domaine-de-marboz--e332938",0,100
"domaine-mariage","La Datcha","La Giettaz","Savoie","73590","https://www.mariages.net/domaine-mariage/la-datcha--e128268",20,120
"domaine-mariage","Domaine Morgon La Javernière","Villié-Morgon","Rhône","69910","https://www.mariages.net/domaine-mariage/domaine-morgon-la-javerniere--e141734",0,170
"chateau-mariage","Château de Pralong","Satillieu","Ardèche","07290","https://www.mariages.net/chateau-mariage/chateau-de-pralong--e109829",130,300
"domaine-mariage","La Maison Bleue","Artas","Isère","38440","https://www.mariages.net/domaine-mariage/la-maison-bleue--e287010",35,200
"chateau-mariage","Georges Blanc","Vonnas","Ain","01540","https://www.mariages.net/chateau-mariage/georges-blanc--e28244",50,280
"restaurant-mariage","Le Vieux Logis","Yvoire","Haute-Savoie","74140","https://www.mariages.net/restaurant-mariage/le-vieux-logis--e13007",0,150
"domaine-mariage","Domaine de la Cotonne","Salt-en-Donzy","Loire","42110","https://www.mariages.net/domaine-mariage/domaine-de-la-cotonne--e222743",1,130
"chateau-mariage","Château Le Repère","Vizille","Isère","38220","https://www.mariages.net/chateau-mariage/chateau-le-repere--e218117",30,200
"domaine-mariage","Château des Girards","Lans-en-Vercors","Isère","38250","https://www.mariages.net/domaine-mariage/chateau-des-girards--e140169",15,100
"domaine-mariage","Le Relais des Communailles","Saint-Gervais-les-Bains","Haute-Savoie","74170","https://www.mariages.net/domaine-mariage/le-relais-des-communailles--e337884",35,150
"domaine-mariage","La Grange aux Camélias","Pouilly-sous-Charlieu","Loire","42720","https://www.mariages.net/domaine-mariage/la-grange-aux-camelias--e322670",40,210
"salle-mariage","Meryt","Saint-Jean-des-Vignes","Rhône","69380","https://www.mariages.net/salle-mariage/meryt--e202285",40,120
"chateau-mariage","Château de Corcelles","Corcelles-en-Beaujolais","Rhône","69220","https://www.mariages.net/chateau-mariage/chateau-de-corcelles--e10373",100,350
"domaine-mariage","Domaine de Blacons","Mirabel-et-Blacons","Drôme","26400","https://www.mariages.net/domaine-mariage/domaine-de-blacons--e146996",45,150
"domaine-mariage","La Ferme de Gy","Giez","Haute-Savoie","74210","https://www.mariages.net/domaine-mariage/la-ferme-de-gy--e122755",100,630
"domaine-mariage","Domaine de la Rochère","Domsure","Ain","01270","https://www.mariages.net/domaine-mariage/domaine-de-la-rochere--e7412",20,250
"domaine-mariage","Le Domaine de la Cacharde","Saint-Péray","Ardèche","07130","https://www.mariages.net/domaine-mariage/le-domaine-de-la-cacharde--e89353",30,150
"domaine-mariage","Pavillon du Lac","Saint-Victor-sur-Loire","Loire","42230","https://www.mariages.net/domaine-mariage/pavillon-du-lac--e170552",20,140
"chateau-mariage","Château de Saint-Bernard","Saint-Bernard","Ain","01600","https://www.mariages.net/chateau-mariage/chateau-de-saint-bernard--e178071",70,130
"domaine-mariage","Les Roches Fleuries","Cordon","Haute-Savoie","74700","https://www.mariages.net/domaine-mariage/les-roches-fleuries--e180895",0,70
"salle-mariage","La Salle des Pertonnières","Le Breuil","Rhône","69620","https://www.mariages.net/salle-mariage/la-salle-des-pertonnieres--e143695",50,300
"salle-mariage","Domaine Terra Noe","Vogüé","Ardèche","07200","https://www.mariages.net/salle-mariage/domaine-terra-noe--e253269",1,140
"domaine-mariage","Domaine de Damian","Vesc","Drôme","26220","https://www.mariages.net/domaine-mariage/domaine-de-damian--e172695",1,220
"domaine-mariage","La Factory","Bourg-de-Thizy","Rhône","69240","https://www.mariages.net/domaine-mariage/la-factory--e151098",1,270
"chateau-mariage","Château de Morgenex","Vallières","Haute-Savoie","74150","https://www.mariages.net/chateau-mariage/chateau-de-morgenex--e170386",30,150
"domaine-mariage","Domaine La Grange à Jules","Chapeiry","Haute-Savoie","74540","https://www.mariages.net/domaine-mariage/domaine-la-grange-a-jules--e24578",30,160
"chateau-mariage","Château de Candie","Chambéry","Savoie","73000","https://www.mariages.net/chateau-mariage/chateau-de-candie--e123516",2,200
"salle-mariage","Les Salons d'Anthouard","Lyon","Rhône","69007","https://www.mariages.net/salle-mariage/les-salons-danthouard--e242746",10,100
"domaine-mariage","Domaine de Chatonnay","Châtonnay","Isère","38440","https://www.mariages.net/domaine-mariage/domaine-de-chatonnay--e204973",0,150
"domaine-mariage","Théâtre du Moulinage","Lussas","Ardèche","07170","https://www.mariages.net/domaine-mariage/theatre-du-moulinage--e205385",20,150
"chateau-mariage","Château Chavagnac","Lemps","Ardèche","07610","https://www.mariages.net/chateau-mariage/chateau-chavagnac--e192839",1,120
"domaine-mariage","Domaine d’Essalois","Chambles","Loire","42170","https://www.mariages.net/domaine-mariage/domaine-d-essalois--e111300",60,140
"salle-mariage","Valentine","Bourg-lès-Valence","Drôme","26500","https://www.mariages.net/salle-mariage/valentine--e106243",1,400
"domaine-mariage","Château de Luponnas","Vonnas","Ain","01540","https://www.mariages.net/domaine-mariage/chateau-de-luponnas--e7341",50,250
"salle-mariage","La Salle de Réception","Saint-Marcellin","Isère","38160","https://www.mariages.net/salle-mariage/la-salle-de-reception--e147211",30,180
"chateau-mariage","Château de Courbeville","Chessy","Rhône","69380","https://www.mariages.net/chateau-mariage/chateau-de-courbeville--e135320",1,170
"chateau-mariage","Château des Anges","Saint-Just-de-Claix","Isère","38680","https://www.mariages.net/chateau-mariage/chateau-des-anges--e119635",10,110
"restaurant-mariage","Le 32","Vaulx-en-Velin","Rhône","69120","https://www.mariages.net/restaurant-mariage/le-32--e141311",50,150
"restaurant-mariage","Auberge du Garon","Brignais","Rhône","69530","https://www.mariages.net/restaurant-mariage/auberge-du-garon--e8106",40,220
"domaine-mariage","Ranch des Rochettes","Ceyzériat","Ain","01250","https://www.mariages.net/domaine-mariage/ranch-des-rochettes--e106570",50,180
"domaine-mariage","Château du Poët-Célard","Poët-Célard","Drôme","26460","https://www.mariages.net/domaine-mariage/chateau-du-poet-celard--e130288",1,140
"chateau-mariage","Château de Fortis","Serrières-en-Chautagne","Savoie","73310","https://www.mariages.net/chateau-mariage/chateau-de-fortis--e311224",30,100
"chateau-mariage","Château de Montrouge","Savigneux","Loire","42600","https://www.mariages.net/chateau-mariage/chateau-de-montrouge--e137630",70,300
"domaine-mariage","La Belle Métairie","Crest-Voland","Savoie","73590","https://www.mariages.net/domaine-mariage/la-belle-metairie--e144524",80,300
"chateau-mariage","Château des Comtes De Challes","Challes-les-Eaux","Savoie","73190","https://www.mariages.net/chateau-mariage/chateau-des-comtes-de-challes--e127153",50,300
"domaine-mariage","Hameau de Valouse","Nyons","Drôme","26110","https://www.mariages.net/domaine-mariage/hameau-de-valouse--e131064",65,140
"chateau-mariage","Château de Blaceret Roy","Saint-Étienne-des-Oullières","Rhône","69460","https://www.mariages.net/chateau-mariage/chateau-de-blaceret-roy--e8094",50,200
"domaine-mariage","Domaine des Monts du Lyonnais","Saint-Forgeux","Rhône","69490","https://www.mariages.net/domaine-mariage/domaine-des-monts-du-lyonnais--e153908",60,250
"restaurant-mariage","Côté Lac","Chens-sur-Léman","Haute-Savoie","74140","https://www.mariages.net/restaurant-mariage/cote-lac--e175267",2,100
"salle-mariage","Domaine Le Vauzel","Ambérieux","Rhône","69480","https://www.mariages.net/salle-mariage/domaine-le-vauzel--e141314",50,200
"chateau-mariage","Château de Magneux","Magneux-Haute-Rive","Loire","42600","https://www.mariages.net/chateau-mariage/chateau-de-magneux--e105785",50,250
"restaurant-mariage","Chez Sophie & Fils","Rillieux-La-Pape","Rhône","69140","https://www.mariages.net/restaurant-mariage/chez-sophie-&-fils--e51951",50,400
"domaine-mariage","Pavillon Bellevue","Belley","Ain","01300","https://www.mariages.net/domaine-mariage/pavillon-bellevue--e228442",10,100
"domaine-mariage","L'Essentiel","La Ferrière","Isère","38580","https://www.mariages.net/domaine-mariage/lessentiel--e8017",40,120
"domaine-mariage","La ferme des Gabelins","Chamousset","Savoie","73390","https://www.mariages.net/domaine-mariage/la-ferme-des-gabelins--e148131",80,220
"domaine-mariage","Le Clos Talançonnais","Reyrieux","Ain","01600","https://www.mariages.net/domaine-mariage/le-clos-talanconnais--e106447",40,300
"salle-mariage","Cuvage Pecot","Saint-Laurent-d'Oingt","Rhône","69620","https://www.mariages.net/salle-mariage/cuvage-pecot--e30161",10,120
"domaine-mariage","Domaine de la Distillerie","Polliat","Ain","01310","https://www.mariages.net/domaine-mariage/domaine-de-la-distillerie--e275861",40,185
"domaine-mariage","Domaine de la Noiseraie","Belleville-en-Beaujolais","Rhône","69220","https://www.mariages.net/domaine-mariage/domaine-de-la-noiseraie--e322216",40,130
"chateau-mariage","Château d'Avully","Brenthonne","Haute-Savoie","74890","https://www.mariages.net/chateau-mariage/chateau-davully--e15269",20,220
"chateau-mariage","Château de Ripaille","Thonon-les-Bains","Haute-Savoie","74200","https://www.mariages.net/chateau-mariage/chateau-de-ripaille--e10332",0,120
"domaine-mariage","Domaine du Crêt","Amplepuis","Rhône","69550","https://www.mariages.net/domaine-mariage/domaine-du-cret--e286212",0,200
"chateau-mariage","Château de la Salle","La Pacaudière","Loire","42510","https://www.mariages.net/chateau-mariage/chateau-de-la-salle--e8035",50,200
"salle-mariage","La Ferme des Allobroges","Châteauneuf","Savoie","73390","https://www.mariages.net/salle-mariage/la-ferme-des-allobroges--e304208",30,100
"restaurant-mariage","Idylle","Brison-Saint-Innocent","Savoie","73100","https://www.mariages.net/restaurant-mariage/idylle--e327164",0,130
"domaine-mariage","Domaine Passeloup","Liergues","Rhône","69400","https://www.mariages.net/domaine-mariage/domaine-passeloup--e171400",50,150
"domaine-mariage","La Chartreuse De Pomier","Présilly","Haute-Savoie","74160","https://www.mariages.net/domaine-mariage/la-chartreuse-de-pomier--e88919",20,300
"restaurant-mariage","Le 1647","La Clusaz","Haute-Savoie","74220","https://www.mariages.net/restaurant-mariage/le-1647--e333158",30,250
"salle-mariage","La Tuile aux Loups","Corps","Isère","38970","https://www.mariages.net/salle-mariage/la-tuile-aux-loups--e158848",30,220
"domaine-mariage","La Cour du Domaine","Mornand-en-Forez","Loire","42600","https://www.mariages.net/domaine-mariage/la-cour-du-domaine--e146485",0,170
"chateau-mariage","Château du Pin","Morancé","Rhône","69480","https://www.mariages.net/chateau-mariage/chateau-du-pin--e188537",50,100
"chateau-mariage","Château des Creusettes","Villars-les-Dombes","Ain","01240","https://www.mariages.net/chateau-mariage/chateau-des-creusettes--e148976",30,150
"chateau-mariage","Château d'Ailly","Parigny","Loire","42120","https://www.mariages.net/chateau-mariage/chateau-dailly--e15315",50,350
"domaine-mariage","Domaine de la Croix Rochefort","Beaujeu","Rhône","69430","https://www.mariages.net/domaine-mariage/domaine-de-la-croix-rochefort--e127973",90,300
"domaine-mariage","Domaine de l'Etang","Savigneux","Loire","42600","https://www.mariages.net/domaine-mariage/domaine-de-letang--e177083",70,150
"chateau-mariage","Château de Saint-Sixt","Saint-Sixt","Haute-Savoie","74800","https://www.mariages.net/chateau-mariage/chateau-de-saint-sixt--e7332",30,150
"chateau-mariage","Château de Chitry","Vallières","Haute-Savoie","74150","https://www.mariages.net/chateau-mariage/chateau-de-chitry--e284138",30,300
"domaine-mariage","Maison des Apôtres","Chindrieux","Savoie","73310","https://www.mariages.net/domaine-mariage/maison-des-apotres--e193703",20,140
"domaine-mariage","Domaine Saint Jean de Chépy","Tullins","Isère","38210","https://www.mariages.net/domaine-mariage/domaine-saint-jean-de-chepy--e42905",50,250
